reference,candidate,score,ter_score,label
"in brussels in particular , powell criticized six anti-war european nato members for hurting the "" credibility and cohesion "" of the alliance by refusing to attend the training exercises in iraq .","especially in brussels , powell criticized the six anti-war nato members of hurting the "" credibility and cohesion of the alliance "" by not participating in the training exercises in iraq .",0.8178,0.34375,0
"however , powell still firmly holds that his meetings have shown the us's commitment towards fully restoring diplomatic relations .","nevertheless , powell insisted that his meeting has shown the commitment of the united states in reestablishing full diplomatic relationships .",0.4286,0.7142857142857143,0
"basescu elected romanian president , faces challenge of forming government",elected romanian president basescu faces challenges in forming government,0.6960,0.4444444444444444,0
romania's opposition candidate basescu won a fierce presidential election today but the center-right mayor of bucharest is likely to face big challenges when forming a new government due to the large number of parties in a split parliament .,"romanian opposition candidate , pakistan , sharif today won a fiercely contested presidential election , but the position of the bucharest mayor interlocutory right in the new government , the congress party , and will face enormous challenges .",0.4872,0.7948717948717948,1
"according to the final official results announced today by romania's central election commission , basescu , candidate of the "" justice and truth alliance "" , had won 51.23% of the votes while his rival ; prime minister nastase had won 48.77% .","according to the romanian central election commission announced today the final official results , "" justice "" truth , "" xie , who won two to three percent votes and his rival , prime minister , the rate of 48% .",0.6650,0.6097560975609756,1
nastase has conceded the defeat and expressed his congratulations to basescu .,nastase conceded defeat and congratulated basescu .,0.4196,0.8571428571428571,0
outgoing president iliescu has also congratulated basescu .,the outgoing president of the old have to trail to xie .,0.2500,0.75,1
nastase says his social democratic party will help basescu to enable romania's smooth entry into the european union .,"communist refoundation , said that his social democratic party will help pakistan , romania , sharif to smoothly enter the european union .",0.4783,0.5652173913043478,1
the social democratic party won a victory in the parliamentary election of the 28th last month .,"social democratic party in the parliamentary elections held last month , won the victory .",0.7001,0.7333333333333333,1
""" today my priority is to form , as soon as possible , a government capable of continuing membership negotiations for romania to join the european union . romania must make efforts to satisfy the demands for the eu entry , "" basescu said in a press conference .","pakistan , sharif said in a press conference today , "" my priority is to speed up the implementation of romania for eu membership negotiations , romania , the government must endeavour to meet eu membership .",0.5276,0.918918918918919,1
he stressed that the romanian people should know what cost would be paid for the integration . the nation must be united to ensure that there would not be voices suspecting the integration .,he stressed that romanians should understand the price they will have to pay for this integration . the nation should unite to ensure that there will be no questioning voices about this integration .,0.5294,0.5588235294117647,0
romania has completed negotiations on the eu entry and is expected to join the bloc in january of 2007 .,"romania has completed the eu membership negotiations , scheduled for january 2007 for eu membership .",0.4381,0.875,1
basescu has also put the fight against poverty and corruption and ensuring legal independence as his priorities .,"basescu also listed fighting poverty , eliminating corruption , and ensuring judicial independence as priorities of his governing policies .",0.5500,0.65,0
dispute over past work remains ; oliver stone seeks peace with turkey,the old style has oliver thinking and turkey to make history,0.1660,1.0909090909090908,1
"movie director oliver stone is in istanbul today promoting the new film "" alexander "" and hoping to repair an old rift with turkey .","oliver film history today came from istanbul to publicise the new "" alexander the opportunity to try to patch with turkey .",0.4759,0.7272727272727273,1
"his screenplay for the classic "" midnight express "" has been criticized for tarnishing the image of turkey .","his screenplay for the classic "" midnight express "" has been criticized as tarnishing the image of turkey .",0.9474,0.05263157894736842,0
""" i never intended it to be against turkey . it was against injustice everywhere , "" he told afp in an exclusive interview .","he told afp in an interview here , "" i never intended the screenplay to be against turkey . it was against injustice everywhere . """,0.8846,0.3076923076923077,0
public opinion in turkey has denounced stone since the first screening of the award-winning film in 1978 .,turks have condemned stone since the first screening of this award-winning movie in 1978 .,0.5458,0.5333333333333333,0
the film was based on the memoirs of billy hayes .,this movie was adapted from the memoirs of billy hayes .,0.6364,0.36363636363636365,0
"hayes , a young american , was sentenced to 30 years in jail in turkey after a protracted legal saga that began when he was caught at istanbul airport trying to smuggle hashish out of the country .","young , united states for attempting to smuggle drugs from turkey indian hemp in istanbul airport , following protracted legal proceedings in turkey , were sentenced after serving three years .",0.4118,1.0,1
"critics in turkey have accused stone of willfully interpolating hayes ' original book and writing a racist screenplay in which every turkish character , without exception , is depicted as a villain .","turkey was charged of attacking the arbitrary use of the original altered as a means of a racially discriminatory , in each of the turkish people were no survivors have been described as the villain .",0.3333,0.8333333333333334,1
the film is also rife with horrific prison scenes of rape and torture .,the movie is also full of horrific prison scenes of rape and torture .,0.7857,0.21428571428571427,0
"stone has acknowledged that "" perhaps some of the zealousness , some of the anger came from being young and trying to make the point too much , too hard "" .","tung admitted : "" perhaps history when young , are too would like to express the arguments and too strongly , resulting in a modicum of fanaticism , some angry . """,0.4375,0.84375,1
"but he added , "" it was true that hayes did get screwed in the turkish prison . he was convicted for relatively nothing to 30 years and he was treated brutally in prison . so this is all documented . ""","however , he added : "" in turkish prisons had been sodomized due to relatively insignificant offence was sentenced to imprisonment for 30 years in prison are cruel treatment . therefore , everything is based on facts . """,0.4274,0.8974358974358975,1
""" the larger picture is that turkey is not the only country whose prison system is not working properly . america has similar problems , "" stone said .","stone said , "" the bigger picture is that turkey is not the only country whose prison system is not properly working . america has similar problems . """,0.9655,0.1724137931034483,0
japan's economic growth likely to slow down next year,japanese economic growth may slow down next year,0.6619,0.375,0
japan's economy may be heading towards a slowdown in 2005 as a stronger yen and a growing disparity between rich and poor threaten to spoil the harmonious atmosphere enjoyed in the early part of this year .,the japanese economy may slow down in 2005 as a stronger yen and a widening gap between the rich and the poor may destroy the harmonic atmosphere the country enjoyed in the first half of the year .,0.5789,0.5263157894736842,0
"while huge corporate profits and stronger consumer spending brought confidence back to japan this year after a decade of stagnation , analysts now pin their hopes on a booming china to sustain economic growth despite growing political tensions between japan and china .","with huge corporate profits and strong consumer spending , japan has regained its confidence after 10 years of stagnation , but analysts rest their hopes for sustaining the economic growth on china despite the rising political tensions between the two countries .",0.5580,0.6190476190476191,0
"the evidence is mounting that japan's economy could slump briefly in early 2005 , especially if industrial production continues to decline as manufacturers adjust stock inventories to avoid a glut .","evidence has gradually shown that the japanese economy may suffer a temporary setback in early 2005 , especially if industrial production continues to fall while manufacturers adjust stock inventories to avoid overstock .",0.6667,0.45454545454545453,0
"under a recently adopted new data methodology , japan's economy actually contracted slightly in the april-june quarter and grew only 0.1% in the july-september quarter , narrowly avoiding a technical recession .","according to the newly adopted statistical methodology , the japanese economy actually contracted slightly in the april-june quarter while it grew by just 0.1 percent in the july-september quarter , narrowly escaping a technical recession .",0.6389,0.4166666666666667,0
"at present , economists still differ in their views about the robustness of japan's economic recovery .","the japanese economy , economists reacted road is still very divergent views .",0.3393,1.0769230769230769,1
"according to estimates by bnp paribas researchers , japan's economy will record a 2.3% growth in real terms for both the current fiscal year ending in march next year and the fiscal year that follows .","france , reached researchers estimated that up to march next year , the current fiscal year and next fiscal year , the real economic growth rate may reach 2.3% .",0.5316,0.9666666666666667,1
"they call 2005 "" the year of recovery "" on the grounds that the us economy is firmly on a recovery track and japanese consumer spending is taking up the slack for slower exports .","they said that by 2005 , "" recovery "" on the basis of the united states economy continues recovery track , and consumer spending has offset the export slowdown .",0.5079,0.7666666666666667,1
another relatively pessimistic view is from ufj institute economists who expect only 1.8% growth in the current fiscal year and an even slower 0.6% for the following fiscal year .,"another more pessimistic view of the institute is ,UFJ economists predict the current fiscal year grew by only 1.8 per cent in the next fiscal year , the growth rate of 0.6 per cent .",0.5556,0.7142857142857143,1
"they have cited the "" potential risk "" that corporate profits have failed to lead to higher personal incomes .","they cited the potential risks "" , meaning that the gains and not lead to personal income .",0.4971,0.6666666666666666,1
french foreign minister : middle east peace process to test french-us ties,french foreign minister : middle east peace progress in sino-us relations will test the law,0.5333,0.4666666666666667,1
"after a meeting with us secretary of state powell today , french foreign minister barnier said that resuming middle east peace talks would be a "" test "" of their trans-atlantic relationship .","french foreign minister , met today in banja luka , powell said that the resumption of the middle east peace talks after the test , "" the trans-atlantic relationship .",0.5731,0.7333333333333333,1
"following the death of palestinian leader arafat , france called for the rapid convening of an international conference to push forward the israeli-palestinian peace process but there was no sign of agreement between barnier and powell after their meeting .","palestinian leader yasser arafat after his death , france has called for the speedy convening of an international seminar with a view to advancing the israeli-palestinian peace process ; however , banja luka and prijedor during the meeting concluded that there are no signs of an agreement .",0.5625,0.6875,1
"barnier flew into washington from paris for a lightning round of talks with powell and his designated successor , national security adviser rice , before turning around and heading to brussels for a european union summit .","barnier flew from paris to washington for a lightning round of talks with powell and his designated successor rice , the national security advisor , then headed toward brussels for a european union summit .",0.8095,0.3142857142857143,0
"both paris and washington have agreed to repair relations strained by the us invasion of iraq last year , but differences remain clear over how to best resolve the middle east impasse .",both paris and washington agreed to repair the strained relations brought about by the us invasion of iraq last year but differences are still obvious in resolving the middle east impasse .,0.7269,0.40625,0
""" we want to improve future relations between france and america and europe and america , "" said barnier , after a short meeting with us secretary of state powell .","in the banja luka , prijedor after brief talks with secretary of state colin powell said : "" we hope that the improvement of the united states , as well as the future of europe and america . """,0.4359,0.8461538461538461,1
""" i think the test at the heart of this relationship is our ability to launch the peace process between palestinians and israelis , "" he said .","he said , "" i think the test at the heart of this relationship is our ability to launch the peace process between palestinians and israelis . """,1.0000,0.10714285714285714,0
"barnier called early this week for an early international conference on the middle east to take advantage of what he termed a "" window of opportunity "" created after arafat's death last month .","banja luka , prijedor earlier this week called for the early convening of an international seminar on the middle east , to take advantage of what he called on arafat last month after the death of a "" window of opportunity "" .",0.6512,0.5116279069767442,1
but powell has not made any promise .,but powell still reluctant to make commitments .,0.3750,0.625,1
he said the two had spoken of a british plan to hold a meeting bringing in the palestinians but did not mention if a broader international meeting would be held .,"he said that the british plan to convene a meeting of the palestinian people , but did not mention whether a broader international conferences .",0.5664,0.68,1
us officials say they have made it their priority to promote the israeli-palestinian peace to ensure smooth palestinian elections next month .,"u.s. officials said their primary task is to promote the local peace , ensure the smooth election next month .",0.4783,0.65,1
the election will produce a leader who could rein in islamic militants and resume talks with israel .,the elections will produce a controllable muslim militants and resumption of israeli-palestinian talks .,0.4294,0.7857142857142857,1
foreign minister machimura proposes japan-south korea talks for next january,"naturally , the village in the two countries on proposed FTA on january next year .",0.1250,0.9375,1
japan's foreign minister nobutaka machimura proposed today that japan and south korea hold talks on a free trade agreement ( fta ) as early as january next year .,"japanese officials from the village of filial piety , japan and south korea today proposed that the two countries early in january next year to sign free trade agreement ( FTA ) talks .",0.5588,0.6764705882352942,1
"jiji press reports that during a meeting with the south korean foreign and commercial minister , ban ki-moon , in the southern japanese city of ibusuki in kagoshima county , machimura said the two sides should resume talks as soon as possible , since both tokyo and seoul wish to conclude the fta by the end of 2005 .","jiji press reported that during his meeting with south korean foreign minister ban ki-moon in the southern city of ibusuki of kagoshima prefecture , machimura indicated that since tokyo and seoul both hoped to sign a fta agreement by the end of 2005 , the two parties should resume talks as soon as possible .",0.7608,0.5636363636363636,0
"the talks between machimura and ban ki-moon followed the summit of the 17th between japanese prime minister junichiro koizumi and south korean president roh moo-hyun , who urged tokyo to be cautious over imposing economic sanctions against north korea .","officials with pan village in the talks , former japanese prime minister junichiro koizumi and south korean president , the visitors held summit talks between the visitors during the talks , urged tokyo authorities and the economic sanctions against north korea to issue carefully .",0.5778,0.6222222222222222,1
prime minister koizumi is under great public pressure to punish north korea over its abductions of many japanese nationals during the cold war .,north korea had kidnapped several japanese nationals during the cold war and prime minister koizumi is under tremendous public pressure to punish north korea .,0.7200,0.6,0
the families of kidnapping victims were outraged after japanese researchers concluded last week that pyongyang presented the remains of other people in a bid to prove that two kidnapped victims were dead .,"the researchers concluded that pyongyang last week to prove that the hostages were killed and remains not parties to the remains of kidnapping victims ' families , a great sense of anger .",0.6061,0.7575757575757576,1
"apart from the abduction issue , koizumi and roh moo-hyun mutually agreed that the six-nation talks aimed at halting north korea's nuclear weapons development should resume as soon as possible .","in addition , abductions , koizumi and lo wu visitors agreed that north korea to stop developing nuclear weapons at the talks be resumed as soon as possible .",0.5150,0.6551724137931034,1
"since a standoff starting in october 2002 resulted from north korea's secret development of a nuclear weapons project , three rounds of six-party talks have taken place and ended without concrete results .","since the north korean secret development of nuclear weapons program in october 2002 has triggered confrontation , previously held three rounds of talks with six parties have failed to achieve concrete results .",0.5758,0.6363636363636364,1
north korea has boycotted the fourth round of six-party talks scheduled for september this year .,"north korea to boycott the originally scheduled for september this year , held at the fourth round of talks .",0.6500,0.5,1
"members of the six-party talks include south korea , north korea , the united states , china , japan and russia .","the six nations that take part in the talks are south korea , north korea , the united states , china , japan , and russia , respectively .",0.6207,0.41379310344827586,0
thai prime minister thaksin still expected to win next february's election,thai premier thaksin still expects to win february election,0.5338,0.5555555555555556,0
thai prime minister thaksin is confident he will win a second four-year term heading into 2005 but his reputation has been tarnished by a failure to quell a deadly separatist insurgency .,"thai prime minister , the age of access to 2005 , is confident of winning his second four-year term , but he failed to quell the separatists bloody rebellion , has been damaged .",0.5000,0.7352941176470589,1
"with national elections slated for february 6 next year , thaksin and his political adversaries are gearing up for a battle which most analysts expect him to win despite the serious violence and bird flu epidemic in the south this year .","the thai national elections scheduled on february 6 next year , and his political opponents are actively preparing for election ; most analysts believe that , despite serious violent conflicts in the south and the outbreak of bird flu , predicted he would win .",0.5556,0.6222222222222222,1
"a total of 12 people died this year from bird flu in thailand . the bird flu swept across much of asia but was particularly devastating in thailand , where the government admitted it had "" made mistakes "" in its handling of the epidemic .","thailand a total of 12 people died of avian influenza outbreak of avian flu swept most parts of asia , particularly in thailand , thai government admits in its handling of sars "" wrong "" .",0.4839,0.7777777777777778,1
"however , the health concern is unlikely to unseat thaksin . instead , many are asking only how thorough his victory will be , and what will it mean for the muslim insurgency in the southern provinces .","however , this health problem is unlikely to depose thaksin's reelection . on the other hand , many people only asked how big a landslide his victory will be and what significance his victory will have on the muslim insurgency in the southern provinces .",0.6000,0.4888888888888889,0
""" the phenomenon here is that no matter how one looks at thaksin , he has managed to capture popularity for the time being , "" kraisak , chairman of the senate's committee on foreign affairs told the afp .","the senate foreign relations committee , president clerides told afp : "" this phenomenon is that regardless of how you look at china , he is currently enjoyed broad popular support . """,0.4167,1.121212121212121,1
""" but things will start to disintegrate next year , if you look at the accumulation of wealth ( by his family and associates ) , the social injustices and the violence , "" he said .","he said , "" but things will start to disintegrate next year , if you look at the accumulation of wealth ( by his family and associates ) , the social injustices and the violence . """,1.0000,0.08108108108108109,0
"it is because of social injustices and violence that chaos erupted in thailand's muslim-majority deep south , where a sporadic separatist insurgency occurred continuously starting in january .","because of social injustice and violence , thailand , the majority of muslims in the southern region before the outbreak of unrest since january , which has begun sporadic rebel attacks .",0.3125,0.84375,1
"since january this year , radical muslims have targeted buddhists , government officials and security forces in shootings . they also carried out bombing attacks and beheadings . more than 560 people have been killed and another 100 are reported missing so far .","since january this year , moslem militants in the buddhists , targeting government officials and security forces , bomb attacks and beheaded , so far , more than 560 people were killed and another 100 missing .",0.6039,0.5675675675675675,1
palestinian cabinet secretary claims arafat poisoned about one year ago,palestinian cabinet secretary claimed that arafat about a year ago were poisoned by,0.6154,0.46153846153846156,1
late palestinian leader arafat's cabinet secretary abdelrahman reveals that arafat may have been poisoned one year ago when he received a delegation of supporters in his ramallah headquarters .,"abdel rahman , cabinet secretary of late palestinian leader arafat , revealed that arafat was poisoned when receiving a delegation of supporters at the ramallah compound a year ago .",0.5667,0.7,0
""" something strange happened to arafat around a year ago . it was on september 25 , 2003 , "" abdelrahman told al-hayat newspaper .","rahman told the newspaper said : "" about a year ago , arafat a strange thing is , in 2003 on 25 september .",0.5995,0.8333333333333334,1
""" the president shook hands with around 30 supporters before leaving to vomit .",the president and a shook hands with the support of the chairman and vomiting .,0.4000,0.6666666666666666,1
"it was from that moment that the president's health started slowly deteriorating . ""","since then , president of the health situation is gradually deteriorating . """,0.3561,0.7692307692307693,1
arafat died in a french hospital of an unknown illness on november 11 .,arafat passed away in a french hospital of an unknown illness on november 11 .,0.8667,0.13333333333333333,0
some senior palestinian officials have suggested the veteran leader had been poisoned .,some senior palestinian officials believed that arafat was poisoned .,0.4445,0.7,0
"however , french doctors have insisted there was no medical basis for such allegations .","however , france , said that such allegations are no medical evidence .",0.4617,0.6923076923076923,1
"two weeks before the delegation's call on arafat mentioned by abdelrahman , the israeli prime minister sharon's cabinet had just taken a decision to remove arafat , although without specifying by what means .","two weeks before the visit of the delegation mentioned by abdel rahman , the cabinet of israeli prime minister sharon decided to unseat arafat but did not specify by what means .",0.5284,0.5625,0
"the israeli threat had prompted expressions of support for arafat , who thereafter received the visit of several delegations of supporters .","israel's threat had set off waves of support for arafat , who thus received several delegations of supporters .",0.6292,0.47368421052631576,0
""" arafat shook hands with people , who had come to express solidarity with him in his confinement by israel , "" abdelrahman recalled .","abdel rahman recalled , "" arafat shook hands with people who had come to express their support for arafat in his confinement imposed by israel . """,0.7407,0.5185185185185185,0
"on september 25th last year , arafat received two delegations , one group of cyclists from around the world on a peace mission and another group of political activists .","last september 25 , arafat has met the two groups , namely , the advocates of peace free riders groups , one political who support groups .",0.3977,0.8888888888888888,1
""" the last time arafat became ill , on october 12 this year , he had the same symptoms : vomiting , refusal to eat and all the symptoms of a flu , "" abdelrahman pointed out .","amman , october 12 this year , "" said that arafat last illness symptoms were vomiting , and had no appetite similar symptoms of infection . """,0.4436,1.037037037037037,1
bush recognizes iraqi troop training needs to be improved and fully supports rumsfeld,bush admits iraqi troops need more training - defends rumsfeld,0.2963,1.0,0
"us president bush admitted today that the iraqi army was not ready to replace us troops , and warned that the election scheduled to be held on january 30th next year would not be an end to serious violence in iraq .","us president bush conceded today that iraqi troops are not ready to take over for us troops . he also warned that the election scheduled on january 30 , 2005 will not be the end of the major insurgency in iraq .",0.6190,0.5,0
"during a one-hour press conference , bush also expressed his support for defense secretary rumsfeld , firmly believing that the pentagon chief would "" fulfill his duty "" .","in a war for an hour , chief of defense rumsfeld also to express their support , the pentagon "" fulfill their duties "" .",0.5113,0.84,1
"bush says that despite some occasional serious differences , he has pledged to continue cooperation with russian president putin , adding that it is the right time to move on a road leading to the end of conflict in the middle east .","bush said that despite occasional major disagreements , he vowed to continue his cooperation with russian president putin , claiming that this is the moment to work towards ending the clashes in the middle east .",0.5489,0.5555555555555556,0
"he also believes that the best way to deal with the issues of iraq and north korea , existing members of the "" axis of evil "" , is through multilateral diplomatic mediation .","he believed the best way to handle issues regarding the surviving members of the "" axis of evil "" - iran and north korea , is through multilateral diplomacy .",0.6710,0.5,0
"continuous car bombing attacks yesterday shocked the iraqi shiite muslim's two holy cities of najaf and kabala , killing 66 people and injuring more than 200 others . bush has recognized that violence has made the iraqis pay a price but insists that the election in january will go ahead .","car bombs exploded one after another in the two shiite holy cities of najaf and kabala yesterday , killing 66 people and injuring over 200 . bush openly admitted that the iraqis have paid the price of the riots but insisted that it will not derail the january election .",0.6273,0.62,0
"bush has warned the americans that the iraqi election "" is only the beginning of the political process "" . he also warns "" we certainly don't expect a smooth process . ""","bush cautioned americans that the iraqi election "" is only the beginning of a political process "" and warned , "" i certainly don't expect the process to be trouble-free . """,0.7572,0.4375,0
bush has also admitted that the training results of iraqi security forces are a mixed bag .,bush also admitted that the results of the iraqi security troops training are mixed .,0.7585,0.4,0
""" sometimes , when there is fierce fighting , they ( iraqi troops ) will run away , "" he said .","he said , "" heavy fighting in certain cases , they ( the iraqi forces ) from the battlefield escape "" .",0.5455,0.6363636363636364,1
"he says such iraqi troops can never protect the national security , which is unacceptable .","he said that the iraqi forces will never be able to protect national security , it is unacceptable .",0.5789,0.47368421052631576,1
"but he believes that after being trained for a long time by the us army , iraqi forces will achieve good training results .","he believed , however , after the long-term training , iraqi forces will bear fruit .",0.3412,1.0625,1
white house : iraqi rebels ' attempts to sabotage election doomed to failure,white house : iraqi insurgents ' attempts to derail election doomed to fail,0.7692,0.23076923076923078,0
"in response to rebels ' attack at noon today on a restaurant in a us military base in iraq's major northern city of mosul , which has killed 22 and wounded over 60 others , white house spokesman mcclellan said that as the iraqi election is coming nearer , terrorist activities by iraqi rebels will become more rampant but such "" enemies of freedom "" will surely be eliminated .","twenty-two u.s. and iraqi soldiers were killed and over 60 were injured in an insurgent attack targeted at a restaurant on a u.s. military base in the major city of mosul in northern iraq at noon today . white house spokesperson mcclellan said that with the iraqi election approaching , terrorist attacks carried out by iraqi insurgents will intensify . nonetheless , these "" enemies of freedom "" will be eliminated .",0.5769,0.6111111111111112,0
reports from iraq say that a large explosion occurred in a military base restaurant during lunchtime causing heavy casualties among the us soldiers .,reports from iraq stated that the huge explosion that caused serious casualties happened at noon in the u.s. military base restaurant while the soldiers were having lunch .,0.4194,0.6785714285714286,0
the iraqi interim government is scheduled to hold the first election since the overthrow of the hussein regime on january 30th .,"the iraqi government , is scheduled to hold the first elections since the demise of the regime .",0.6673,0.4444444444444444,1
the united states has dispatched nearly 20000 more troops to ensure the security of the iraqi election .,the united states has deployed 20000 more troops to ensure safety during the iraqi election .,0.7170,0.3125,0
the total number of us troops during the election will reach 150000 .,during the election of the total number will reach 15 million people .,0.7692,0.46153846153846156,1
"mcclellan says the nearer the election is , the more terrorist attacks rebels loyal to hussein will launch in an attempt to undermine the interim government . they want to turn back to the past but "" they will be defeated and they are being defeated "" .","he said , "" the elections , support to the rebels loyal to manufacture more terrorist attacks and attempts to undermine the transitional government , they want to return to the past , but "" they will be eliminated , they are eliminated .",0.6018,0.5681818181818182,1
"as for a recent poll that shows about 56% of the american people believing the war in iraq is "" not worth fighting "" , 57% disapproving of bush's handling of the iraq situation and 52% believing defense secretary rumsfeld should resign , mcclellan says president bush has never been one to govern based on polls .","in a latest opinion poll showed that 56 per cent of the us public believe that the war in iraq is "" no war "" , 57 percent did not agree with the situation in iraq , president bush , 52 per cent that defense secretary rumsfeld should step down , "" lan said that president bush is not as opinion polls .",0.4762,0.6825396825396826,1
""" polls are snapshots in time , and we are working to continue to build upon the progress being made in iraq . ""","the poll was the first time , we are based on the progress made in iraq , to continue its work . """,0.5412,0.6521739130434783,1
mourners attend funeral of philippine political figure poe,philippines politician park other people's sad example :,0.0000,1.0,1
"a large number of filipino fans attended today's funeral for this country's most renowned movie star , poe . the event was held under tight security amid fears of unrest .","tens of thousands of fans attended the funeral today of philippine's top movie star , poe , which was held under tight security out of fear of riots .",0.5150,0.5862068965517241,0
sixty-five-year-old poe was a defeated presidential candidate .,the 65 year-old poe once ran for the presidency but was defeated .,0.3077,0.8461538461538461,0
mourners accompanied poe's coffin as it was pulled through the streets of the capital manila on a carriage drawn by two white horses .,"loaded with park my body coffin in a group of musicians , who escorted by two white horse and buggy towed transported across the capital of manila .",0.3571,0.8571428571428571,1
many riot police were deployed near malacanang palace because of concern that poe's supporters could erupt into violence .,a large number of riot police were stationed around malacanang palace to prevent poe's supporters from rioting .,0.4730,0.7777777777777778,0
these people have accused president arroyo of rigging the presidential election on may 10th .,these people accused president arroyo of cheating in the presidential election on may 10 .,0.8000,0.26666666666666666,0
"the army has also raised an alert , as intelligence had pointed out a coup was to have taken place to replace arroyo with poe's widow roces .","the army was also on heightened alert amid intelligence reports of a possible coup to overthrow arroyo and replace her with poe's widow , rocess .",0.5698,0.6538461538461539,0
"however , the funeral and burial went off peacefully . movie fans chanted poe's initials fpj and waved presidential campaign posters used by him .","the funeral , however , ended peacefully . fans chanted poe's initials - fpj - and waved the posters he once used for his election .",0.6154,0.5769230769230769,0
poe died on december 14th after suffering a stroke .,mr wu is due to a stroke and died on december 14 .,0.4615,0.6923076923076923,1
crying women and children showered the coffin with flowers as the hearse's procession wound its way to the cemetery .,"the hills near the tomb was weeping , women and children have spilled into the depot .",0.3452,0.9411764705882353,1
"malacanang palace , close to the route of the procession , was barricaded with huge shipping containers as justice secretary gonzales warned that some parties could use the funeral to stir up trouble .","the minister , he warned that some people may take a funeral , thus provoking incidents near ramallah along with musicians from kandahar to very large shipping container as roadblocks .",0.3514,0.9354838709677419,1
"gonzales said a "" credible intelligence report "" indicated that there was a conspiracy by some people to use the funeral march and burial to incite the people to turn against the government .","gonzales said that "" a credible intelligence report "" showed that some people had conspired to use the funeral march and burial to instigate the masses to go against the government .",0.7339,0.34375,0
but army spokesman colonel pascual said the coup plot obviously fizzled out after the military deployed troops to guard important areas .,"the armed forces spokesman basque huazhong university said that the army troops guarding important areas , apparently after the coup plot .",0.5455,0.7727272727272727,1
arroyo went out of malacanang palace later to greet the soldiers and police who guarded the premises .,arroyo later stepped out of malacanang palace to greet the military police that guarded the area .,0.7210,0.35294117647058826,0
armitage warns syria to cooperate with us on iraq and lebanon issues,"the warning to syria , lebanon , in cooperation with the united states",0.3077,0.9230769230769231,1
"us deputy secretary of state armitage warned syria today , saying the development of future ties between damascus and washington rests on whether syria is willing to cooperate with the us on the issues of iraq and lebanon .","u.s. deputy secretary of state richard armitage have both today issued a warning to syria , damascus and the development of future relations , syria and lebanon , iraq is ready to cooperate with the united states .",0.5854,0.7368421052631579,1
armitage was again putting more pressure on syria in an interviewed by arab reporters .,armitage exerted more pressure on syria during an interview with arab reporters .,0.5936,0.46153846153846156,0
the state department made the interview public earlier .,state department announced earlier .,0.3595,1.0,1
""" i certainly hope the ties will be improved but this depends on how al-assad's ( syrian president ) group will do , "" armitage said when asked if he expects continuous tense relations between the us and syria .","when asked whether tensions between the united states and syria are expected to continue , armitage replied , "" i hope that our relations with syria do not worsen further but it's entirely in the hands of ( syrian president ) assad . """,0.4773,0.8181818181818182,0
the number two figure of the us state department pointed out that damascus should implement resolution 1559 adopted in september this year by the un security council to stop all interfering actions in the neighboring country of lebanon as soon as possible .,the state department's no. 2 figure stated that damascus should carry out resolution 1559 passed by the un security council this september and end all interference in the neighboring country of lebanon .,0.5417,0.7878787878787878,0
"armitage said what syria is doing "" doesn't go against the us but rather the whole international community "" .","the sami taki said that syria as "" not with the united states , but the entire international community to sing "" .",0.4348,0.6956521739130435,1
"asked if the us will bring the question of syria's refusal of cooperation into discussion when the un security council discusses next january whether un peace-keeping forces will remain in lebanon or not , armitage replied , "" we are most likely to do that . ""","when reporters further asked if the united states would bring up syria's refusal to cooperate next january when the un security council discusses renewing the mandate of the united nations interim force in lebanon , armitage's reply was "" it is very possible . """,0.4889,0.7333333333333333,0
"talking about the iraqi issue , armitage recognized that damascus has indeed taken some actions in line with the us expectations , such as strengthening joint border patrols with iraq to cut off rebel's funding .","when touching on iraqi issues , armitage conceded that damascus has adopted some measures that meet u.s. demands , such as strengthening its joint border patrols with iraq and blocking the sources of insurgent funds .",0.4615,0.5833333333333334,0
"however , he pointed out that syria "" needs to make greater efforts "" .","nonetheless , he also pointed out that syria has "" to do much more . """,0.6250,0.5,0
ait and ccnaa sign lease for new ait building site in neihu today,"ait , terco sign lease on new building site in neihu",0.6064,0.45454545454545453,0
"the american institute in taiwan ( ait ) and the coordination council for north american affairs ( ccnaa ) today signed a lease for land in neihu for construction of ait's new office building . director of ait taipei office , douglas paal , says that the new building is currently being designed and hopes that construction can be completed at an early date so that ait can operate in a safe , secure and modern environment .","the u.s. ( AIT ) today signed with north american affairs in the new building with land leases ; american institute in taiwan , and paal to taipei office , said that new buildings are being designed that , in the early completion of the security and modernization of the business environment .",0.4702,1.1320754716981132,1
"douglas paal and john chen , director general of ccnaa , signed a 99 year lease for land in the taipei grand hyatt hotel at noontime , on which ait plans to build a new office building .","douglas paal , in coordination with the secretary-general of the north american affairs at the grand hyatt hotel in taipei , signed a 99 year land lease , as the new office building in taiwan .",0.6044,0.6666666666666666,1
signing as witnesses in the ceremony were ait taipei office deputy director david j . keegan and ccnaa deputy director general jacqueline liu . foreign minister mark chen was also in attendance .,"witnesses of the american institute in taiwan , deputy director ko tin howe and the north american affairs committee on coordination , the minister for foreign affairs came from chen , also attended the event .",0.3056,0.8333333333333334,1
ait was established by the taiwan relations act to manage the unofficial relations of the united states with the people of taiwan . it has offices in taipei and kaohsiung .,ait was established according to the taiwan relations act to handle unofficial relations between the united states and taiwan . it has offices in both taipei and kaohsiung .,0.7403,0.3448275862068966,0
